source,target,source_label,type,target_label
CL:1000838,CL:0002306,kidney proximal convoluted tubule epithelial cell,is a,epithelial cell of proximal tubule
CL:1000839,CL:1001021,kidney proximal straight tubule epithelial cell,is a,kidney loop of Henle descending limb epithelial cell
CL:1000839,CL:0002306,kidney proximal straight tubule epithelial cell,is a,epithelial cell of proximal tubule
CL:1000839,CL:1000616,kidney proximal straight tubule epithelial cell,is a,kidney outer medulla cell
CL:1000849,CL:0002305,kidney distal convoluted tubule epithelial cell,is a,epithelial cell of distal tubule
CL:1000850,CL:0002305,macula densa epithelial cell,is a,epithelial cell of distal tubule
CL:1000850,CL:1000618,macula densa epithelial cell,is a,juxtaglomerular complex cell
CL:1000854,CL:0002584,kidney blood vessel cell,is a,renal cortical epithelial cell
CL:1000854,CL:1000504,kidney blood vessel cell,is a,kidney medulla cell
CL:1000891,CL:1000854,kidney arterial blood vessel cell,is a,kidney blood vessel cell
CL:1000892,CL:0000071,kidney capillary endothelial cell,is a,blood vessel endothelial cell
CL:1000892,CL:1000854,kidney capillary endothelial cell,is a,kidney blood vessel cell
CL:1000893,CL:1000854,kidney venous blood vessel cell,is a,kidney blood vessel cell
CL:1000909,CL:1000494,kidney loop of Henle epithelial cell,is a,nephron tubule epithelial cell
CL:1000979,CL:0000192,ureter smooth muscle cell,is a,smooth muscle cell
CL:1000979,CL:1000601,ureter smooth muscle cell,is a,ureteral cell
CL:1001005,CL:0002144,glomerular capillary endothelial cell,is a,capillary endothelial cell
CL:1001005,CL:0002188,glomerular capillary endothelial cell,is a,glomerular endothelial cell
CL:1001005,CL:1000510,glomerular capillary endothelial cell,is a,kidney glomerular epithelial cell
CL:1001005,CL:1000892,glomerular capillary endothelial cell,is a,kidney capillary endothelial cell
CL:1001006,CL:1000612,kidney afferent arteriole cell,is a,kidney corpuscule cell
CL:1001006,CL:1000891,kidney afferent arteriole cell,is a,kidney arterial blood vessel cell
CL:1001009,CL:1000612,kidney efferent arteriole cell,is a,kidney corpuscule cell
CL:1001009,CL:1000891,kidney efferent arteriole cell,is a,kidney arterial blood vessel cell
CL:1001016,CL:0002305,kidney loop of Henle ascending limb epithelial cell,is a,epithelial cell of distal tubule
CL:1001016,CL:1000909,kidney loop of Henle ascending limb epithelial cell,is a,kidney loop of Henle epithelial cell
CL:1001021,CL:1000909,kidney loop of Henle descending limb epithelial cell,is a,kidney loop of Henle epithelial cell
CL:1001033,CL:1000892,peritubular capillary endothelial cell,is a,kidney capillary endothelial cell
CL:1001036,CL:0002543,vasa recta cell,is a,vein endothelial cell
CL:1001036,CL:1000892,vasa recta cell,is a,kidney capillary endothelial cell
CL:1001036,CL:1000893,vasa recta cell,is a,kidney venous blood vessel cell
CL:1001045,CL:1000891,kidney cortex artery cell,is a,kidney arterial blood vessel cell
CL:1001052,CL:1000893,kidney cortex vein cell,is a,kidney venous blood vessel cell
CL:1001064,CL:0019018,kidney artery smooth muscle cell,is a,blood vessel smooth muscle cell
CL:1001064,CL:0002078,kidney artery smooth muscle cell,is a,meso-epithelial cell
CL:1001064,CL:1000891,kidney artery smooth muscle cell,is a,kidney arterial blood vessel cell
CL:1001066,CL:0019018,kidney arteriole smooth muscle cell,is a,blood vessel smooth muscle cell
CL:1001066,CL:0002078,kidney arteriole smooth muscle cell,is a,meso-epithelial cell
CL:1001066,CL:1000891,kidney arteriole smooth muscle cell,is a,kidney arterial blood vessel cell
CL:1001068,CL:0019018,kidney venous system smooth muscle cell,is a,blood vessel smooth muscle cell
CL:1001068,CL:0002078,kidney venous system smooth muscle cell,is a,meso-epithelial cell
CL:1001068,CL:1000893,kidney venous system smooth muscle cell,is a,kidney venous blood vessel cell
CL:1001096,CL:1001216,kidney afferent arteriole endothelial cell,is a,interlobulary artery endothelial cell
CL:1001096,CL:1000412,kidney afferent arteriole endothelial cell,is a,endothelial cell of arteriole
CL:1001096,CL:1001006,kidney afferent arteriole endothelial cell,is a,kidney afferent arteriole cell
CL:1001097,CL:1001066,kidney afferent arteriole smooth muscle cell,is a,kidney arteriole smooth muscle cell
CL:1001097,CL:1001217,kidney afferent arteriole smooth muscle cell,is a,interlobulary artery smooth muscle cell
CL:1001097,CL:0008035,kidney afferent arteriole smooth muscle cell,is a,microcirculation associated smooth muscle cell
CL:1001097,CL:1001006,kidney afferent arteriole smooth muscle cell,is a,kidney afferent arteriole cell
CL:1001099,CL:1000412,kidney efferent arteriole endothelial cell,is a,endothelial cell of arteriole
CL:1001099,CL:1001009,kidney efferent arteriole endothelial cell,is a,kidney efferent arteriole cell
CL:1001100,CL:1001066,kidney efferent arteriole smooth muscle cell,is a,kidney arteriole smooth muscle cell
CL:1001100,CL:0008035,kidney efferent arteriole smooth muscle cell,is a,microcirculation associated smooth muscle cell
CL:1001100,CL:1001009,kidney efferent arteriole smooth muscle cell,is a,kidney efferent arteriole cell
CL:1001106,CL:1001016,kidney loop of Henle thick ascending limb epithelial cell,is a,kidney loop of Henle ascending limb epithelial cell
CL:1001106,CL:1000504,kidney loop of Henle thick ascending limb epithelial cell,is a,kidney medulla cell
CL:1001107,CL:1001016,kidney loop of Henle thin ascending limb epithelial cell,is a,kidney loop of Henle ascending limb epithelial cell
CL:1001107,CL:1000617,kidney loop of Henle thin ascending limb epithelial cell,is a,kidney inner medulla cell
CL:1001108,CL:1001106,kidney loop of Henle medullary thick ascending limb epithelial cell,is a,kidney loop of Henle thick ascending limb epithelial cell
CL:1001108,CL:1000616,kidney loop of Henle medullary thick ascending limb epithelial cell,is a,kidney outer medulla cell
CL:1001109,CL:1001106,kidney loop of Henle cortical thick ascending limb epithelial cell,is a,kidney loop of Henle thick ascending limb epithelial cell
CL:1001111,CL:1001021,kidney loop of Henle thin descending limb epithelial cell,is a,kidney loop of Henle descending limb epithelial cell
CL:1001111,CL:1000453,kidney loop of Henle thin descending limb epithelial cell,is a,epithelial cell of intermediate tubule
CL:1001111,CL:1000616,kidney loop of Henle thin descending limb epithelial cell,is a,kidney outer medulla cell
CL:1001123,CL:1001033,kidney outer medulla peritubular capillary cell,is a,peritubular capillary endothelial cell
CL:1001123,CL:1000616,kidney outer medulla peritubular capillary cell,is a,kidney outer medulla cell
CL:1001124,CL:1001033,kidney cortex peritubular capillary cell,is a,peritubular capillary endothelial cell
CL:1001126,CL:1001036,inner renal medulla vasa recta cell,is a,vasa recta cell
CL:1001126,CL:1000617,inner renal medulla vasa recta cell,is a,kidney inner medulla cell
CL:1001127,CL:1001036,outer renal medulla vasa recta cell,is a,vasa recta cell
CL:1001127,CL:1000616,outer renal medulla vasa recta cell,is a,kidney outer medulla cell
CL:1001131,CL:1001036,vasa recta ascending limb cell,is a,vasa recta cell
CL:1001135,CL:1001045,arcuate artery cell,is a,kidney cortex artery cell
CL:1001138,CL:1001045,interlobular artery cell,is a,kidney cortex artery cell
CL:1001142,CL:1001052,arcuate vein cell,is a,kidney cortex vein cell
CL:1001145,CL:1001052,interlobular vein cell,is a,kidney cortex vein cell
CL:1001209,CL:1001126,inner medulla vasa recta ascending limb cell,is a,inner renal medulla vasa recta cell
CL:1001209,CL:1001131,inner medulla vasa recta ascending limb cell,is a,vasa recta ascending limb cell
CL:1001210,CL:1001127,outer medulla vasa recta ascending limb cell,is a,outer renal medulla vasa recta cell
CL:1001210,CL:1001131,outer medulla vasa recta ascending limb cell,is a,vasa recta ascending limb cell
CL:1001213,CL:1001135,arcuate artery endothelial cell,is a,arcuate artery cell
CL:1001213,CL:1000413,arcuate artery endothelial cell,is a,endothelial cell of artery
CL:1001214,CL:1001064,arcuate artery smooth muscle cell,is a,kidney artery smooth muscle cell
CL:1001214,CL:1001135,arcuate artery smooth muscle cell,is a,arcuate artery cell
CL:1001216,CL:1001138,interlobulary artery endothelial cell,is a,interlobular artery cell
CL:1001216,CL:1000413,interlobulary artery endothelial cell,is a,endothelial cell of artery
CL:1001217,CL:1001064,interlobulary artery smooth muscle cell,is a,kidney artery smooth muscle cell
CL:1001217,CL:1001138,interlobulary artery smooth muscle cell,is a,interlobular artery cell
CL:1001220,CL:1001142,arcuate vein endothelial cell,is a,arcuate vein cell
CL:1001220,CL:0002543,arcuate vein endothelial cell,is a,vein endothelial cell
CL:1001221,CL:1001068,arcuate vein smooth muscle cell,is a,kidney venous system smooth muscle cell
CL:1001221,CL:1001142,arcuate vein smooth muscle cell,is a,arcuate vein cell
CL:1001223,CL:1001145,interlobulary vein endothelial cell,is a,interlobular vein cell
CL:1001223,CL:0002543,interlobulary vein endothelial cell,is a,vein endothelial cell
CL:1001224,CL:1001068,interlobulary vein smooth muscle cell,is a,kidney venous system smooth muscle cell
CL:1001224,CL:1001145,interlobulary vein smooth muscle cell,is a,interlobular vein cell
CL:1001225,CL:1000497,kidney collecting duct cell,is a,kidney cell
CL:1001285,CL:1001036,vasa recta descending limb cell,is a,vasa recta cell
CL:1001286,CL:1001126,inner medulla vasa recta descending limb cell,is a,inner renal medulla vasa recta cell
CL:1001286,CL:1001285,inner medulla vasa recta descending limb cell,is a,vasa recta descending limb cell
CL:1001287,CL:1001127,outer medulla vasa recta descending limb cell,is a,outer renal medulla vasa recta cell
CL:1001287,CL:1001285,outer medulla vasa recta descending limb cell,is a,vasa recta descending limb cell
CL:1001318,CL:0000669,renal interstitial pericyte,is a,pericyte
CL:1001318,CL:1000500,renal interstitial pericyte,is a,kidney interstitial cell
CL:1001319,CL:1000600,bladder cell,is a,lower urinary tract cell
CL:1001320,CL:1000600,urethra cell,is a,lower urinary tract cell
CL:1001428,CL:1001319,bladder urothelial cell,is a,bladder cell
CL:1001428,CL:0000731,bladder urothelial cell,is a,urothelial cell
CL:1001430,CL:0000731,urethra urothelial cell,is a,urothelial cell
CL:1001430,CL:1000296,urethra urothelial cell,is a,epithelial cell of urethra
CL:1001431,CL:0005009,kidney collecting duct principal cell,is a,renal principal cell
CL:1001431,CL:1000454,kidney collecting duct principal cell,is a,kidney collecting duct epithelial cell
CL:1001432,CL:0005010,kidney collecting duct intercalated cell,is a,renal intercalated cell
CL:1001432,CL:1000454,kidney collecting duct intercalated cell,is a,kidney collecting duct epithelial cell
CL:1001433,CL:0000083,epithelial cell of exocrine pancreas,is a,epithelial cell of pancreas
CL:1001434,CL:0000402,olfactory bulb interneuron,is a,CNS interneuron
CL:1001434,CL:0000101,olfactory bulb interneuron,is a,sensory neuron
CL:1001435,CL:1001434,periglomerular cell,is a,olfactory bulb interneuron
CL:1001436,CL:0002487,hair-tylotrich neuron,is a,cutaneous/subcutaneous mechanoreceptor cell
CL:1001437,CL:0002487,hair-down neuron,is a,cutaneous/subcutaneous mechanoreceptor cell
CL:1001451,CL:0000006,sensory neuron of dorsal root ganglion,is a,neuronal receptor cell
CL:1001451,CL:4023168,sensory neuron of dorsal root ganglion,is a,somatosensory neuron
CL:1001474,CL:2000029,medium spiny neuron,is a,central nervous system neuron
CL:1001474,CL:0000617,medium spiny neuron,is a,GABAergic neuron
CL:1001502,CL:1001434,mitral cell,is a,olfactory bulb interneuron
CL:1001503,CL:0000540,olfactory bulb tufted cell,is a,neuron
CL:1001505,CL:0000167,parvocellular neurosecretory cell,is a,peptide hormone secreting cell
CL:1001505,CL:0000165,parvocellular neurosecretory cell,is a,neuroendocrine cell
CL:1001505,CL:2000030,parvocellular neurosecretory cell,is a,hypothalamus cell
CL:1001509,CL:0000151,glycinergic neuron,is a,secretory cell
CL:1001509,CL:0000540,glycinergic neuron,is a,neuron
CL:1001516,CL:0000164,intestinal enteroendocrine cell,is a,enteroendocrine cell
CL:1001516,CL:0002563,intestinal enteroendocrine cell,is a,intestinal epithelial cell
CL:1001517,CL:0000164,stomach enteroendocrine cell,is a,enteroendocrine cell
CL:1001517,CL:0002659,stomach enteroendocrine cell,is a,glandular cell of stomach
CL:1001561,CL:0000101,vomeronasal sensory neuron,is a,sensory neuron
CL:1001567,CL:0000082,lung endothelial cell,is a,epithelial cell of lung
CL:1001567,CL:0002139,lung endothelial cell,is a,endothelial cell of vascular tree
CL:1001568,CL:1000413,pulmonary artery endothelial cell,is a,endothelial cell of artery
CL:1001569,CL:0002608,hippocampal interneuron,is a,hippocampal neuron
CL:1001569,CL:0008031,hippocampal interneuron,is a,cortical interneuron
CL:1001571,CL:0002608,hippocampal pyramidal neuron,is a,hippocampal neuron
CL:1001571,CL:4023111,hippocampal pyramidal neuron,is a,cerebral cortex pyramidal neuron
CL:1001572,CL:0000115,colon endothelial cell,is a,endothelial cell
CL:1001572,CL:0011108,colon endothelial cell,is a,colon epithelial cell
CL:1001573,CL:0002631,nasopharyngeal epithelial cell,is a,epithelial cell of upper respiratory tract
CL:1001573,CL:0002251,nasopharyngeal epithelial cell,is a,epithelial cell of alimentary canal
CL:1001575,CL:0000076,uterine cervix squamous cell,is a,squamous epithelial cell
CL:1001575,CL:0002535,uterine cervix squamous cell,is a,epithelial cell of cervix
CL:1001576,CL:0000076,oral mucosa squamous cell,is a,squamous epithelial cell
CL:1001576,CL:0002251,oral mucosa squamous cell,is a,epithelial cell of alimentary canal
CL:1001577,CL:0000076,tonsil squamous cell,is a,squamous epithelial cell
CL:1001577,CL:0002251,tonsil squamous cell,is a,epithelial cell of alimentary canal
CL:1001578,CL:0000076,vagina squamous cell,is a,squamous epithelial cell
CL:1001579,CL:0000125,cerebral cortex glial cell,is a,glial cell
CL:1001580,CL:1001579,hippocampal glial cell,is a,cerebral cortex glial cell
CL:1001581,CL:0000125,lateral ventricle glial cell,is a,glial cell
CL:1001582,CL:2000029,lateral ventricle neuron,is a,central nervous system neuron
CL:1001585,CL:0002658,appendix glandular cell,is a,glandular cell of the large intestine
CL:1001585,CL:1000405,appendix glandular cell,is a,epithelial cell of appendix
CL:1001586,CL:0000150,mammary gland glandular cell,is a,glandular epithelial cell
CL:1001586,CL:0000152,mammary gland glandular cell,is a,exocrine cell
CL:1001586,CL:0002327,mammary gland glandular cell,is a,mammary gland epithelial cell
